Nombre;Estrellas restaurante;Usuario;Titulo comentario;Comentario;Calificacion
il forno Palms Avenue CE I Medellín;4.0;A L;Excelente;Il Forno siempre será un excelente restaurante con un muy buena oferta en su menú y precios justos. Vayan por o menos una vez al mes;5.0
il forno Palms Avenue CE I Medellín;4.0;Pablo V;Pasta fría y carne desaliñada.;El ambiente muy agradable pero es la tercera vez que les daba la oportunidad de reivindicarse pero sigue sin gustarme la comida , la chuleta de cerdo era una tajada de cañon pasado por la parrilla , seco y sin sabor.;2.0
il forno Palms Avenue CE I Medellín;4.0;andresg489;Poca diversidad ;"Uno de los restaurantes italianos más clásicos de la ciudad de Medellín, el personal es amable pero podría estar mejor instruido en cuanto a la diversidad de dietas que se encuentran hoy en día.
Encontrar platos veganos en un restaurante italiano no es difícil, en...Il forno cuesta mucho.... es momento de modernizarse un poco!Más";2.0
il forno Palms Avenue CE I Medellín;4.0;AndresAguirre2345;Comida italiana de precio asequible;Esta es una cadena de comida italiana con varios restaurantes en Medellín. Su carta es variada. Hay muy buenas ensaladas (Il Forno), pizzas, sándwiches y por supuesto la pasta. Los panes son deliciosos: siempre recién horneados. Su precio es asequible y el lugar está bien...decorado. La gente que atiende con muy buen espíritu de servicio.Más;5.0
il forno Palms Avenue CE I Medellín;4.0;Fabian E;Comida familiar muy agradable evento ;Una excelente pasta en combinación con carne. El mesero muy cordial con mi familia. Cumple con las expectativas del paladar;5.0
il forno Palms Avenue CE I Medellín;4.0;Juan Carlos P;Noche agradable;Muy buena la comida y la atención del personal. El sitio en si es muy acogedor y a muy buenos precios;4.0
il forno Palms Avenue CE I Medellín;4.0;jaimega298;Muy buen gusto y sazón;"El restaurante del centro comercial el Tesoro como los de las otras sedes, tiene una excelente cocina con sazón Italiana.Tiene una amplia y bonita vista hacia la ciudad.La variedad del menú es considerable:ensaladas,sandwichs,pastas,combinados de pescados,mariscos y carnes con pastas.Para resaltar la ensalada Teriyaki,los combinados Obispo,Mar...y Tierra,Cottoleta Parmiggiana,los risottos y otros mas.Con frecuencia Incluyen nuevos platos en el menú.Excelente relación calidad precio.Los vinos tienen precios muy convenientes.La atención es normal y te advierten el tiempo estimado de espera para tu pedido dependiendo de la ocupación en el momento.
Muy recomendable.Más";4.0
Garden BBQ Restaurante Campestre;5.0;M H;Hermosa propiedad y excelentes platos de carne.;"Parrillada BBQ es lo que pedí, que es una selección de carnes y estaba absolutamente delicioso. Ensalada con un aderezo de tipo cítrico que realmente disfruté. Nuestro grupo tenía una variedad de platos diferentes y todo fue maravilloso. El servicio fue excelente y la propiedad...es simplemente hermosa. Hacienda estilo patio abierto que se siente tan cómodo
Definitivamente recomiendo este restauranteMás";5.0
Buñuelería La Especial;4.5;SgonzaS;NO es pet friendly;La comida es buena, la atención depende de quien atienda, hay meseros muy amables y hay algunos que atienden regular, NO es pet friendly.;3.0
Buñuelería La Especial;4.5;danielAntioquia;Rica comida rápida tradicional antioqueña;Excelente  rápido servicio, venden buñuelos, empanadas, almojabana, y las comidas rápidas típicas de Antioquia, desde 1977 un lugar con tradición en Antioquia;5.0
Buñuelería La Especial;4.5;vacev2;Delicioso;Definitivamente no hay otros buñuelos iguales en Medellín, me encanta que a cualquier hora estén recién hechos, son crocantes por fuera pero suaves y esponjosos por dentro, el sabor de la masa es único.;5.0
Buñuelería La Especial;4.5;sebasbecerra;Muy Buena Opcion;Muy buena opcion para comer algo al desayuno o en la tarde, sus buñuelos son muy famosos igual que sus pasteles de pollo. Creo que les falta un poco mas de actitud para el servicio al cliente.;4.0
Asados Doña Rosa;4.0;Motaota;Desentendidos;"Veo que hace mucho tiempo no comentan para este restaurante, y lamentablemente el nuevo comentario que les va a entrar no es positivo.

Terrible experiencia.
-Llegamos con un grupo de 9 adultos y 2 niños.
-Tuvimos que unir mesas para sentarnos porque nadie estuvo atento...a nuestra llegada (primer indicio de que todo iba a salir mal)
-Llamé al mesero para que nos tomara la orden, por supuesto fue un pedido largo por la cantidad de personas y el mesero anotó pero NO confirmo el pedido (segundo indicio que todo iba a salir mal)
-llegaron 5 mesas a nuestro al rededor y vi como sirvieron sus bebidas en seguida y nosotros seguíamos sin recibir NADA.
-una persona de mi mesa se levantó a preguntar que ha pasado con el pedido, porque si bien entendemos que era un pedido largo y se podía demorar estaba raro que no nos han traído nisuiqera las bebidas y lo mandaron a sentarse diciendo que ya estaban emplatando.
NO MIENTO, pasaron más de 50 minutos desde que llegamos y no recibimos NADA en la mesa. 
El final fue ver a la mesa de al lado pagando y nosotros completamente invisibles.
NOS PARAMOS TODOS Y SALIMOS DEL RESTAURANTE Y NADIEEEE DE SERVICIO NI DE COCINA SE PERCATO QUE HABIAMOS SALIDO, NI QUE NO NOS HABIAN OFRWCIDO SERVICIO. 
Completamente impactante que hayan perdido una cuenta así.Más";1.0
Asados Doña Rosa;4.0;amywhowu;Primer restaurante del viaje.;"Primer restaurante del viaje.
La comida sencilla, agradable.
El restaurante es muy turístico, amplio, lindo ambiente.";3.0
Asados Doña Rosa;4.0;sandraeP2196ZZ;Pésimo atendimento;Pésimo atendimento, meseros desordenados que no saben bien lo que uno pude y a la hora de pagar se equivocan en la cuenta y son extremamente mal educados!;1.0
Asados Doña Rosa;4.0;monsieurvillena;Deliciosos platos típicos ;Una delicia de platos típicos colombianos en este restaurante, las carnes muy ricas, el sabor único y en buenas porciones que dejan satisfechos.;5.0
Asados Doña Rosa;4.0;A L;Excelente;Muy buen restaurante local en el que encontrará comidas regionales, buena atención y un lugar agradable.;5.0
Asados Doña Rosa;4.0;carlosandresh2017;El mejor Chicharrón Ahumado;Es una de las paradas gastronómicas obligadas en Medellín. Tiene un menú variado y con posibilidad de a casa.;5.0
Asados Doña Rosa;4.0;silvadry;Lugar cálido ;No sólo fue lo delicioso de los alimentos, sino la calidez de la gente que atendió. El lugar es muy lindo.;5.0
Asados Doña Rosa;4.0;Evlynn L;buen restaurante de comida criolla;comida de muy buena calidad, con mucha variedad de la gastronomía paisa y excelente relación entre calidad y precio;5.0
Asados Doña Rosa;4.0;nancyrojasserrano;Muy bueno;Buen sitio para ir en familia. La comida muy rica y sirve rápido. Dejamos por error unas gafas de sol de mi hija y al regresar dos días después no las entregaron... es un gesto de honestidad. Para recomendar!;5.0
Asados Doña Rosa;4.0;160carlosd;Almuerzo de celebración;Tienen una gran bandeja paisa, un amplio salón para sentarse a comer, también tienen una sala de actividades. Por $ 60, 5 personas comieron. Con aperitivos y postres. Definitivamente lo recomendaría!;5.0
Frisby;3.5;Lidiacarito;Mantienen la calidad;Frisby como siempre mantienen su calidad. Fuimos con el grupo de asesores y nos encantó que siempre tienen el mismo sabor y las mismas porciones. Para ir en grupo o solos es muy recomendable y mas por sus buenos precios. Recomendado;5.0
Frisby;3.5;904anae;Pésimo servicio.;Pésimo servicio. Pedidos que no se hacen y no responden luego. No volveremos a solicitar este servicio nunca más.;1.0
Frisby;3.5;Ariel e;rico pero demorado;pedi un pollo entero apanado pero se demorò mucho, la ensada nose i no estaba en frio pero parecia que ya estaba por casi dañarse del todo... lo unico que rescato es que el sabor es muy bueno pero tendrian que ser muy pacientes para...poder comer acaMás;3.0
Frisby;3.5;332everl;Frisby, bueno siempre y por siempre;"Su tradición se conserva hace muchos años, además innovan con productos nuevos cada vez. 
La calidad, sabor, exclusividad de sus productos los ha tenido en el tope of mind de Colombianos. 
Lugares  agradables, limpios y acogedores.";4.0
Frisby;3.5;Carlos B;Comida OK servicio regular tiempos demorados;"En el Frisby de la 10 en Medellín la comida bien, pero el servicio generalmente es demorado y no es entendible el por qué, el día 10 de Junio de 2018 estuve en el local de la 10 en Medellín, mi pedido ese día salió...rápido pero pude ver como otros 4 pedidos que estaban mucho antes que yo no salieron, se fue una familia de 7 personas porque el pedido llevaban más de media hora esperándolo, otra señora que pidió una ensalada le salió 10 minutos después que el mio que llegue dos turnos después de ella, otro señor también se fue porque no le salio el pedido. Es frecuente en ese local que uno llega a pedir un combo cualquiera y la respuesta es: se demora 17 minutos, 20 minutos..."" para tres presas? Tiene mejor atención que cualquiera y felicitó al personal de seguridad que es super amable y con la mejor disposición, en particular felicito al señor Taborda que estaba de turno ese día 10 de Junio a las 8:30 de la noche, se preocupaba y buscaba solución a los pedidos atrasados más que la vendedora que estaba de mal genio; y no la culpo pues la responsabilidad evidentemente es de cocina que no marcha los pedidos rápido. El local brilla por la total ausencia de una administración, absurdo que a nadie le ofrecieron un PQRS. Un local de una cadena tan conocida y simplemente dejan que la gente se vaya descontenta.Más";3.0
Frisby;3.5;H7411EOjohnj;NADIE LO HACE COMO FRISBY LO HACE!!;De niño el unico pollo que me comia era el de Frisby, aun sigo esa tradicion, por mas pollos a la broaster que vendan, el sabor es inigualable y la ensalada de Frisby ni hablar!! es la mejor que me he comido en la vida,...a veces solo voy a comprar la ensalada de repollo que alli venden, es espectacularMás;5.0
Frisby;3.5;danielmC9163DU;Bueno;"Esta cadena de comida rapida en Colombia es rica.
Establecimientos limpios, buena porcion en los platos a buen precio.";4.0
Frisby;3.5;hernanguisao;nadie lo  hace como frisby lo hace;su calidad y sabor es muy rico, su basico pollo frito hasta sus demas productos son muy ricos, sus locales y restaurantes son muy limpios y su calidad de sabor son excelente;4.0
Frisby;3.5;Luisa Fernanda S;Es muy rico;El pollo tiene el mismo sabor de siempre, además han implementado novedades como los frisby snaks para variar el menú, es muy rico;4.0
The Mexican House;4.5;ellocoquecamina;El mejor lugar mexicano de Medellin;Buena comida, precios muy buenos, y la calidad y el sabor es de las cosas más deliciosas que he probado en Medellín.;5.0
The Mexican House;4.5;DiegoAlonsoSalazar;Buena Comida y buena atención;Deberían ponerle foto a este lugar acá en Tripadvisor, es un lugar sencillo con buena comida, buenos picantes, y atención rápida, sillas de metal, no cómodas, de buen ambiente, pequeño. me gusta su comida, su burrito mixto me gustó mucho.;4.0
The Mexican House;4.5;sebasguiralv;Al grano: La mejor comida mexicana por fuera de Mexico;"Mi lugar favorito para comer comida mexicana en Medellín. Es un sitio digamos ""tradicional"", nada de cosas lujosas, pero con una comida genial. Uno de mis lugares favoritos para una cena descomplicada de viernes antes de unas cervezas. :D";5.0
The Mexican House;4.5;Phil S;Excelente comida;Nada de lujos, mesas y sillas de metal, pero es un lugar donde parar para una excelente comida a un precio de ganga citu, y luego cambiar, si estás en Medellín. No hay mucho que ver desde fuera, pero solo son las quesadillas, vale la...pena la visita. Puedo parar allí con mi esposa regularmente para el almuerzo, cuando estamos en la ciudad.Más;4.0
Dimitragourmet;5.0;nomadmountain;Un buen café, una buena torta de chocolate;Una gran esquina en Laureles para tardar, conversar y trabajar. Es un espacio ameno, en una zona muy tranquila que permite realizar actividades varias mientras disfrutas de la compañía de un buen café.;5.0
Dimitragourmet;5.0;PetraA406;Sabroso y amable servicio amable;El sándwich con costillas en salsa de cerveza era delicioso y el servicio fue excelente. Allí hay platos más emocionantes en el menú. Seguro que volveré a probar algunos platos más.;5.0
Dimitragourmet;5.0;tchan44;Mejor servicio, increíble, todas las pastas por día y noche vibraciones;Entramos aquí 2 días después de que abrió sus puertas. Fue atraído por las luces y patio al aire libre, y nos quedamos para el increíble, propietarios agradables y deliciosos pasteles. Los dos propietarios, Carlos y José, saludarme por mi nombre cada vez que paseo...por o, y siempre tome tiempo para venir y charlar durante unos minutos. Los secados de pan con bocadilla es para morirse, como son las magdalenas, pero la comida es muy buena. Me encanta venir aquí por la mañana, cuando todavía tranquila en Laureles, sino también por la noche cuando las luces están encendidas y la brisa fresca fluye por el vino y una tabla de quesos con amigos! Gran café en Laureles por trabajo (buena conexión wifi) o encontrarse con amigos! !Más;5.0
Ginkgo Restaurante;4.5;LinaCamacho;Totalmente vegano;Excelente lugar, comida vegana totalmente casera, llena de sabor y combinada con buena atención.  Funciona de lunes a sábado.  Todos los días tienen un menú para el almuerzo, diferente y económico.  También tienen platos diferentes como hamburguesa, arroz chino y tamal.  Ahora tienen servicio de...café y panadería en las tardes. Los jueves hacen un plato de cazuela de frijoles, también tienen un menú suave para los que no quieren frijoles.Más;5.0
